brand_key,display_name,chain,mall_id,mall_name,region
mother hen,Mother Hen,megaworld,festive-walk-mall-iloilo,Festive Walk Mall,visayas
overflow,Overflow,robinsons,robinsons-imus,Robinsons Place Imus,south-luzon
tulip garden showroom,Tulip Garden Showroom,megaworld,southwoods-mall,Southwoods Mall,south-luzon
more hair center,MoRe Hair Center,ortigas,estancia,Estancia,metro-manila
ucc cafe terrace,UCC Cafe Terrace,megaworld,forbes-town,Forbes Town,metro-manila
morellis gelato caffe,Morelli's Gelato Caffe,ortigas,greenhills,Greenhills,metro-manila
twu (things we use),TWU (Things We Use),megaworld,lucky-chinatown-mall,Lucky Chinatown Mall,metro-manila
tulua cafe,TULUA CAFÉ,sm,smdc-air-mall,SMDC Air Mall,metro-manila
ucc cafe,Ucc Cafe,filinvest,dumaguete,Filinvest Malls Dumaguete,visayas
ubra,UBRA,sm,sm-city-iloilo,SM City Iloilo,visayas
mossimo (kids),Mossimo (Kids),robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
zamin,Zamin,robinsons,robinsons-iloilo,Robinsons Place Iloilo,visayas
twu,TWU,ortigas,greenhills,Greenhills,metro-manila
twin pines,Twin Pines,filinvest,festival-mall,Festival Mall,metro-manila
zarks,Zark's,megaworld,southwoods-mall,Southwoods Mall,south-luzon
twin dragon (in front of handyman),Twin Dragon (in Front Of Handyman),filinvest,festival-mall,Festival Mall,metro-manila
pag ibig branch office,PAG-IBIG Branch Office,robinsons,robinsons-imus,Robinsons Place Imus,south-luzon
turks i,Turks I 0948-600-5548,robinsons,robinsons-ormoc,Robinsons Place Ormoc,visayas
twin dragon (beside medicard),Twin Dragon (beside Medicard),filinvest,festival-mall,Festival Mall,metro-manila
pacsafe urbanize,Pacsafe/Urbanize,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
paengs midtown bowling and billiards,PAENG'S MIDTOWN BOWLING AND BILLIARDS,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
twin chocos,TWIN CHOCO'S,robinsons,robinsons-valencia,Robinsons Place Valencia,mindanao
paculba flower shop,PACULBA FLOWER SHOP,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
pacundos,PACUNDOS,sm,sm-city-legazpi,SM City Legazpi,south-luzon
zandys goodies,ZANDY'S GOODIES 9685728514,robinsons,robinsons-butuan,Robinsons Place Butuan,mindanao
twenty four bakeshop,Twenty Four Bakeshop,ortigas,estancia,Estancia,metro-manila
twelvebikes shop,Twelvebikes Shop,filinvest,festival-mall,Festival Mall,metro-manila
twelve plus,TWELVE PLUS,robinsons,robinsons-naga,Robinsons Place Naga,south-luzon
moshi gran cafe,MOSHI GRAN CAFE,ayala,one-ayala-mall,One Ayala,metro-manila
twelve 28th cafe,The Twelve 28th Café,ortigas,the-strip,The Strip,metro-manila
tw steel,TW STEEL,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
paengs freedom bowl,Paeng's Freedom Bowl,robinsons,robinsons-imus,Robinsons Place Imus,south-luzon
zaras travel & tour cebu pacific,Zara's Travel & Tour - Cebu pacific,robinsons,robinsons-tagum,Robinsons Place Tagum,mindanao
tutti,TUTTI,sm,sm-center-ormoc,SM Center Ormoc,visayas
mortons the steakhouse,Morton's The Steakhouse,megaworld,uptown-mall,Uptown Mall,metro-manila
tutanes dental,Tutanes Dental,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
turks sharwarma,TURKS SHARWARMA,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
zao,ZAO,ortigas,greenhills,Greenhills,metro-manila
padrinos way,PADRINO’S WAY,ayala,ayala-glorietta,Glorietta,metro-manila
zarah juan,ZARAH JUAN,ayala,ayala-greenbelt,Greenbelt,metro-manila
paengs,Paeng’s,filinvest,festival-mall,Festival Mall,metro-manila
turn on,Turn On,robinsons,robinsons-dasmarinas,Robinsons Place Dasmarinas,south-luzon
paengs eastwood bowling and billiards,PAENG'S EASTWOOD BOWLING AND BILLIARDS,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
pagibig fund,PAGIBIG FUND,robinsons,robinsons-palawan,Robinsons Place Palawan,south-luzon
zatazza cafe,Zatazza Cafe,robinsons,robinsons-jaro,Robinsons Place Jaro,visayas
pal,PAL,sm,sm-lanang,SM Lanang,mindanao
zamin exchange,Zamin Exchange,robinsons,robinsons-cybergate-davao,Robinsons Cybergate Davao,mindanao
twintext,Twintext,robinsons,robinsons-dasmarinas,Robinsons Place Dasmarinas,south-luzon
mossimo (adults),Mossimo (Adults),robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
pajo optical,Pajo Optical,robinsons,robinsons-north-tacloban,Robinsons North Tacloban,visayas
zakka life,ZAKKA LIFE,ayala,ayala-fairview-mall,Fairview Terraces,metro-manila
p and d cellphone and accessories,P AND D CELLPHONE AND ACCESSORIES,ayala,ayala-abreeza,Abreeza,mindanao
p e watch repair center,P E WATCH REPAIR CENTER,sm,sm-center-ormoc,SM Center Ormoc,visayas
pain rehab care,PAIN REHAB CARE,sm,sm-megamall,SM Megamall,metro-manila
p&a,P&A,robinsons,robinsons-dasmarinas,Robinsons Place Dasmarinas,south-luzon
moshi koshi,MOSHI KOSHI,ayala,ayala-market-market,Market! Market!,metro-manila
paiks coffee and bakery,PAIK'S COFFEE AND BAKERY,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
p5 idrive driving school,P5 iDrive Driving School,robinsons,robinsons-galleria-cebu,Robinsons Galleria Cebu,visayas
tunes corner,TUNE'S CORNER (Soon to Open),robinsons,robinsons-pagadian,Robinsons Pagadian,mindanao
twins playhouse,Twin's Playhouse,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
pabder uomo,PABDER UOMO,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
pablings barbershop,Pablings Barbershop,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,metro-manila
pablo,PABLO,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
twinkle wellness spa,TWINKLE WELLNESS SPA,robinsons,robinsons-gapan,Robinsons Gapan,north-luzon
paglaum,PAGLAUM,sm,sm-city-bacolod,SM City Bacolod,visayas
morihs hair & beauty salon,MORIH'S HAIR & BEAUTY SALON,robinsons,robinsons-iloilo,Robinsons Place Iloilo,visayas
twinkle toes nail spa,TWINKLE TOES NAIL SPA,robinsons,robinsons-gapan,Robinsons Gapan,north-luzon
zawrap shawarma,Zawrap Shawarma,waltermart,makiling,WalterMart Makiling,south-luzon
turkish grille plus,TURKISH GRILLE PLUS,sm,sm-city-mindpro,SM City Mindpro,mindanao
twindragon (cinema),Twindragon (cinema),filinvest,festival-mall,Festival Mall,metro-manila
twindragon (carousel),Twindragon (carousel),filinvest,festival-mall,Festival Mall,metro-manila
pacific money exchange,Pacific Money Exchange,robinsons,robinsons-starmills,Robinsons Starmills,north-luzon
pagkaing pinoy,PAGKAING PINOY,ayala,ayala-marquee,MarQuee Mall,north-luzon
morning after antro,The Morning After/Antro,ortigas,greenhills,Greenhills,metro-manila
pack your bags,Pack Your Bags,robinsons,robinsons-metro-east,Robinsons Metro East,metro-manila
pack your bags travel and tours,PACK YOUR BAGS TRAVEL AND TOURS,robinsons,robinsons-metro-east,Robinsons Metro East,metro-manila
x print,X-PRINT,ayala,ayala-trinoma,Trinoma,metro-manila
ossam,OSSAM!,megaworld,uptown-mall,Uptown Mall,metro-manila
ukiyo beauty bar,UKIYO BEAUTY BAR,sm,s-maison,S Maison,metro-manila
organiko beverage shop,ORGANIKO BEVERAGE SHOP,sm,sm-city-fairview,SM City Fairview,metro-manila
mr clive shoe repair shop,MR. CLIVE SHOE REPAIR SHOP,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
universal eye check optical,Universal Eye Check Optical,robinsons,robinsons-jaro,Robinsons Place Jaro,visayas
oriental treasures,ORIENTAL TREASURES,ayala,ayala-pavilion,Pavilion Mall,south-luzon
universal eyecheck,Universal Eyecheck,robinsons,robinsons-roxas,Robinsons Place Roxas,visayas
mr coco,MR COCO,sm,sm-southmall,SM Southmall,metro-manila
yucca wellness spa,YUCCA WELLNESS SPA,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
oriental art home,ORIENTAL ART HOME,ayala,ayala-glorietta,Glorietta,metro-manila
unlimited manila,UNLIMITED MANILA (9262228122),robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
united table tennis club,United Table Tennis Club,filinvest,main-square,Main Square,south-luzon
organail organic nail lounge spa,ORGANAIL ORGANIC NAIL LOUNGE SPA,sm,sm-cherry-shaw,SM Center Shaw,metro-manila
orells banana thins,ORELLS BANANA THINS,sm,sm-megamall,SM Megamall,metro-manila
ystilo,Ystilo,ortigas,greenhills,Greenhills,metro-manila
mr creamy station,MR. CREAMY STATION,robinsons,robinsons-ormoc,Robinsons Place Ormoc,visayas
orbisos buko shake and juice center,ORBISOS BUKO SHAKE AND JUICE CENTER,sm,sm-city-baliwag,SM City Baliwag,north-luzon
yssabelle aesthetics and wellness,YSSABELLE AESTHETICS AND WELLNESS,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
orange tea,Orange Tea,filinvest,festival-mall,Festival Mall,metro-manila
universal eye check,Universal Eye Check,robinsons,robinsons-antique,Robinsons Place Antique,visayas
united nude,United Nude,megaworld,newport-city,Newport City,metro-manila
oui tacos,Oui Tacos,megaworld,san-lorenzo-place-mall,San Lorenzo Place Mall,metro-manila
uniq dental clinic,UNIQ Dental Clinic,robinsons,robinsons-tuguegarao,Robinsons Place Tuguegarao,north-luzon
yuvolt,YUVOLT,sm,sm-city-rosales,SM City Rosales,north-luzon
yummy treats,YUMMY TREATS,robinsons,robinsons-lipa,Robinsons Place Lipa,south-luzon
uninice flower shop,Uninice Flower Shop,filinvest,festival-mall,Festival Mall,metro-manila
union bank,Union Bank,ortigas,greenhills,Greenhills,metro-manila
yummy panghimagas,YUMMY PANGHIMAGAS,sm,sm-city-pampanga,SM City Pampanga,north-luzon
mr b special puto bumbong,MR. B Special Puto Bumbong,waltermart,sta-rosa,WalterMart Sta. Rosa,south-luzon
original biscocho haus kiosk,Original Biscocho Haus Kiosk,robinsons,robinsons-iloilo,Robinsons Place Iloilo,visayas
yummy niku,YUMMY NIKU,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
mr chowfan,Mr. Chowfan,waltermart,makati,WalterMart Makati,metro-manila
uniqlo coffee,UNIQLO COFFEE,ayala,ayala-glorietta,Glorietta,metro-manila
original bakery,ORIGINAL BAKERY,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
original all american,Original All American,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
originails,ORIGINAILS,ayala,ayala-harbor-point,Harbor Point,north-luzon
unit 605 coffee,UNIT 605 COFFEE,sm,sm-city-sucat,SM City Sucat,metro-manila
united colors of benetton,UNITED COLORS OF BENETTON,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
united global specialty center,UNITED GLOBAL SPECIALTY CENTER,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
unlimted laundry services,UNLIMTED LAUNDRY SERVICES,sm,smdc-fame-mall,SMDC Fame Mall,metro-manila
unnie manju,UNNIE MANJU,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
orange karenderia,ORANGE KARENDERIA,sm,sm-city-cebu,SM City Cebu,visayas
oppo kiosk,Oppo Kiosk,araneta,farmers-plaza,Farmers Plaza,metro-manila
optical house,Optical House,robinsons,robinsons-palawan,Robinsons Place Palawan,south-luzon
uptown cinemas snackbar,Uptown Cinemas - Snackbar,megaworld,uptown-mall,Uptown Mall,metro-manila
ysa skin and body experts,Ysa Skin And Body Experts,filinvest,festival-mall,Festival Mall,metro-manila
oppo safariphone,Oppo/Safariphone,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
mr d cellphone store,Mr. D. Cellphone Store,robinsons,robinsons-starmills,Robinsons Starmills,north-luzon
ysa skin & body experts,Ysa Skin & Body Experts,robinsons,robinsons-metro-east,Robinsons Metro East,metro-manila
oppo play telecom,Oppo/Play Telecom,robinsons,robinsons-iloilo,Robinsons Place Iloilo,visayas
oppo (techbox international inc ),OPPO (TECHBOX INTERNATIONAL INC.),starmall,san-jose-del-monte,Starmall San Jose del Monte,north-luzon
mr creamy station i,Mr. Creamy Station I 0927-848-6462,robinsons,robinsons-ormoc,Robinsons Place Ormoc,visayas
ysa dermatology & dentistry,Ysa Dermatology & Dentistry,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
yrys,YRYS,sm,sm-city-fairview,SM City Fairview,metro-manila
urban pawz,URBAN PAWZ,sm,smdc-fame-mall,SMDC Fame Mall,metro-manila
yoyis pastries and desserts,Yoyi's Pastries and Desserts,robinsons,robinsons-north-tacloban,Robinsons North Tacloban,visayas
opis ni juan,Opis ni Juan,robinsons,robinsons-metro-east,Robinsons Metro East,metro-manila
yoyis cakes & pastries,Yoyi's Cakes & Pastries,robinsons,robinsons-ormoc,Robinsons Place Ormoc,visayas
yoyi,YOYI,sm,sm-city-bacolod,SM City Bacolod,visayas
optical shop,THE OPTICAL SHOP,sm,sm-city-iloilo,SM City Iloilo,visayas
uptown cinemas,Uptown Cinemas,megaworld,uptown-mall,Uptown Mall,metro-manila
opticians by george,THE OPTICIANS BY GEORGE,ayala,ayala-solenad,Ayala Malls Nuvali,south-luzon
uppercuts barbershop,UPPERCUTS BARBERSHOP,sm,sm-city-consolacion,SM City Consolacion,visayas
orange factorie,ORANGE FACTORIE,ayala,ayala-marikina,Ayala Malls Marikina,metro-manila
uno adventure & holidays,Uno  Adventure & Holidays,megaworld,festive-walk-mall-iloilo,Festive Walk Mall,visayas
ysobel art gallery,YSOBEL ART GALLERY,ayala,ayala-serendra,Shops at Serendra,metro-manila
oraderm care clinic,Oraderm Care Clinic,megaworld,clubhouse-temple-drive,The Clubhouse at Temple Drive,metro-manila
opulence cafe,Opulence Cafe,ortigas,greenhills,Greenhills,metro-manila
uno lifestyle cafe,UNO LIFESTYLE CAFÉ,sm,sm-city-roxas,SM City Roxas,visayas
upcycle manila,Upcycle Manila,ortigas,estancia,Estancia,metro-manila
ysa skin care center dermatology dentistry,Ysa Skin Care Center Dermatology - Dentistry,megaworld,forbes-town,Forbes Town,metro-manila
options studios,Options Studios,megaworld,uptown-mall,Uptown Mall,metro-manila
mr cutter,Mr Cutter,robinsons,robinsons-tacloban,Robinsons Place Tacloban,visayas
ysa skin care,Ysa Skin Care,robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
options boutique,Options Boutique,megaworld,festive-walk-mall-iloilo,Festive Walk Mall,visayas
options,OPTIONS,sm,sm-city-iloilo,SM City Iloilo,visayas
optimum skin,Optimum Skin,megaworld,arcovia-city,Arcovia City,metro-manila
optimo global,Optimo Global,filinvest,festival-mall,Festival Mall,metro-manila
oris,Oris,araneta,gateway-mall-2,Gateway Mall 2,metro-manila
orlina dental clinic,ORLINA DENTAL CLINIC,waltermart,taytay,WalterMart Taytay,metro-manila
mps telcom,MPS Telcom,robinsons,robinsons-gentrias,Robinsons Place Gen. Trias,south-luzon
unang panahon,UNANG PANAHON,sm,sm-megamall,SM Megamall,metro-manila
ossu,OSSU 8724-4591,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
zagu exterior,ZAGU EXTERIOR,starmall,edsa-shaw,Starmall EDSA-Shaw,metro-manila
pamela,Pamela,ortigas,greenhills,Greenhills,metro-manila
una casita,Una Casita,megaworld,greenhouse-village-square,The Greenhouse at Village Square,metro-manila
osmar led,Osmar Led,filinvest,festival-mall,Festival Mall,metro-manila
zachys sweetreats pastillas collection,ZACHYS SWEETREATS PASTILLAS COLLECTION,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
una konsulta riversides one stop health shop,UNA KONSULTA RIVERSIDES ONE-STOP HEALTH SHOP,sm,sm-city-bacolod,SM City Bacolod,visayas
unarosa,Unarosa,ortigas,greenhills,Greenhills,metro-manila
uncle brew,UNCLE BREW,sm,sm-city-consolacion,SM City Consolacion,visayas
oshiekun bites,Oshiekun Bites,megaworld,lucky-chinatown-prosperity-wing,Lucky Chinatown - Prosperity Wing,metro-manila
zachasia,Zachasia,filinvest,fora,Fora Mall,south-luzon
unbox,Unbox,ortigas,greenhills,Greenhills,metro-manila
osaka takoyaki house,OSAKA TAKOYAKI HOUSE,ayala,ayala-marquee,MarQuee Mall,north-luzon
uncle bobs,Uncle Bob's,megaworld,forbes-town,Forbes Town,metro-manila
moto aqua flask,Moto/ Aqua Flask,robinsons,robinsons-tacloban,Robinsons Place Tacloban,visayas
os furniture furnishings by coast pacific,OS FURNITURE FURNISHINGS BY COAST PACIFIC,sm,sm-megamall,SM Megamall,metro-manila
zagu foods gf,ZAGU FOODS GF,starmall,edsa-shaw,Starmall EDSA-Shaw,metro-manila
ot dei clinic,OT DEI CLINIC,robinsons,robinsons-las-pinas,Robinsons Place Las Pinas,metro-manila
umidigi,UMIDIGI,sm,sm-city-baguio,SM City Baguio,north-luzon
mothers touch hilot massage,MOTHER'S TOUCH HILOT + MASSAGE,sm,sm-city-legazpi,SM City Legazpi,south-luzon
ouch tattoo & body piercing studio,OUCH! TATTOO & BODY PIERCING STUDIO,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
ullis street of asia,ULLI'S STREET OF ASIA,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
ultima salon,Ultima Salon,ortigas,greenhills,Greenhills,metro-manila
zaigold,Zaigold,ortigas,greenhills,Greenhills,metro-manila
mothers touch (hilot massage),Mother's Touch (Hilot + Massage),robinsons,robinsons-ormoc,Robinsons Place Ormoc,visayas
otto,Otto,robinsons,robinsons-gentrias,Robinsons Place Gen. Trias,south-luzon
ultra lagree,Ultra Lagree,ortigas,estancia,Estancia,metro-manila
uma uma,UMA UMA,sm,s-maison,S Maison,metro-manila
umami,UMAMI,robinsons,galleria-south,Robinsons Galleria South,south-luzon
umeya,UMEYA,sm,sm-center-imus,SM Center Imus,south-luzon
umi matsu,UMI MATSU,sm,s-maison,S Maison,metro-manila
umi sushi,UMI SUSHI,sm,smdc-air-mall,SMDC Air Mall,metro-manila
otop philippines hub,OTOP PHILIPPINES HUB,ayala,ayala-capitol-central,Ayala Malls Capitol Central,visayas
otop ph hub butuan,OTOP PH HUB BUTUAN,sm,sm-city-butuan,SM City Butuan,mindanao
oth tech,OTH Tech,robinsons,robinsons-la-union,Robinsons Place La Union,north-luzon
motomarket,Motomarket,megaworld,uptown-parade,Uptown Parade,metro-manila
zabroso pizza & pasta,ZABROSO PIZZA & PASTA,sm,sm-city-roxas,SM City Roxas,visayas
unimart supermarket,Unimart Supermarket,ortigas,greenhills,Greenhills,metro-manila
unica i,Unica I 0951-032-9330,robinsons,robinsons-ormoc,Robinsons Place Ormoc,visayas
yves rocher france,Yves Rocher France,filinvest,festival-mall,Festival Mall,metro-manila
oro shawarma rice company,ORO SHAWARMA RICE COMPANY,ayala,ayala-centrio,Centrio Mall,mindanao
yvan,YVAN,robinsons,robinsons-dumaguete,Robinsons Place Dumaguete,visayas
mountain express,MOUNTAIN EXPRESS,robinsons,robinsons-metro-east,Robinsons Metro East,metro-manila
oro shawarma,ORO SHAWARMA,robinsons,robinsons-cagayan-de-oro,Robinsons Cagayan de Oro,mindanao
oro saudi gold,ORO SAUDI GOLD,robinsons,robinsons-valencia,Robinsons Place Valencia,mindanao
move dance studio,MOVE DANCE STUDIO,sm,sm-city-cagayan-de-oro,SM City CDO Uptown,mindanao
uniclassy,Uniclassy,robinsons,robinsons-lipa,Robinsons Place Lipa,south-luzon
uncle fish balls,Uncle Fish Balls,megaworld,lucky-chinatown-mall,Lucky Chinatown Mall,metro-manila
oro china premier,ORO CHINA PREMIER,sm,sm-jmall,SM J Mall,visayas
move it powered rental scooter,MOVE IT POWERED RENTAL SCOOTER,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
unigold jewelry,UNIGOLD JEWELRY,sm,sm-city-lucena,SM City Lucena,south-luzon
uniking,UNIKING,sm,sm-city-cauayan,SM City Cauayan,north-luzon
movieworld,MOVIEWORLD,robinsons,robinsons-pagadian,Robinsons Pagadian,mindanao
unimart,Unimart,ortigas,estancia,Estancia,metro-manila
ormocnet i,Ormocnet I 0919-086-6069,robinsons,robinsons-ormoc,Robinsons Place Ormoc,visayas
mountain blend,MOUNTAIN BLEND,sm,sm-city-urdaneta-central,SM City Urdaneta Central,north-luzon
oro talia,Oro Talia,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
orocher jewellery store,OROCHER JEWELLERY STORE,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
unica by unica hija,UNICA BY UNICA HIJA,ayala,ayala-circuit,Ayala Malls Circuit,metro-manila
motorino,MOTORINO,sm,the-podium,The Podium,metro-manila
motosport,Motosport,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
za wrap food express,ZA-WRAP FOOD EXPRESS,sm,sm-city-calamba,SM City Calamba,south-luzon
z and z print labs,Z AND Z PRINT LABS,sm,sm-city-novaliches,SM City Novaliches,metro-manila
motto,Motto,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
uncle juans iskrambol,UNCLE JUANS ISKRAMBOL,sm,sm-city-sorsogon,SM City Sorsogon,south-luzon
orthofix dental center,ORTHOFIX DENTAL CENTER,sm,sm-lanang,SM Lanang,mindanao
uncle moes,Uncle Moe's,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,metro-manila
uni barber,UNI BARBER,robinsons,robinsons-pagadian,Robinsons Pagadian,mindanao
orogem jewelry,OROGEM JEWELRY,sm,the-podium,The Podium,metro-manila
uni barber shop spa and salon,UNI BARBER SHOP SPA AND SALON,sm,sm-city-mindpro,SM City Mindpro,mindanao
uni silver,Uni Silver,filinvest,festival-mall,Festival Mall,metro-manila
orodiam,Orodiam,filinvest,festival-mall,Festival Mall,metro-manila
uni silver time,Uni Silver Time,filinvest,festival-mall,Festival Mall,metro-manila
uniballsity,UNIBALLSITY,sm,sm-city-marikina,SM City Marikina,metro-manila
pamana,Pamana,ortigas,greenhills,Greenhills,metro-manila
monters siomai,MONTERS SIOMAI,robinsons,robinsons-starmills,Robinsons Starmills,north-luzon
pampanga bingo,PAMPANGA BINGO,sm,sm-city-pampanga,SM City Pampanga,north-luzon
top nails,Top Nails,megaworld,southwoods-mall,Southwoods Mall,south-luzon
pc ondemand,PC ONDEMAND,sm,smdc-light-mall,SMDC Light Mall,metro-manila
zippo,ZIPPO,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
pc office solution,PC OFFICE SOLUTION,robinsons,robinsons-tagum,Robinsons Place Tagum,mindanao
top ten nails,Top Ten Nails,robinsons,robinsons-pangasinan,Robinsons Place Pangasinan,north-luzon
pc micro,PC MICRO,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
top trust,Top Trust,robinsons,robinsons-santiago,Robinsons Place Santiago,north-luzon
tophealth medical clinics part of keralty clinics,TOPHEALTH MEDICAL CLINICS PART OF KERALTY CLINICS,sm,sm-city-san-lazaro,SM City San Lazaro,metro-manila
modern smiles,MODERN SMILES,sm,smdc-strip-at-shine,SMDC Strip at Shine,metro-manila
topnet enterprise,TOPNET ENTERPRISE,sm,sm-megamall,SM Megamall,metro-manila
zip & bottons,ZIP & Bottons,robinsons,robinsons-starmills,Robinsons Starmills,north-luzon
topokis,TOPOKIS,sm,sm-city-rosario,SM City Rosario,south-luzon
topokkiman,TOPOKKIMAN,sm,sm-city-consolacion,SM City Consolacion,visayas
toppoki man,TOPPOKI MAN,ayala,ayala-malls-central-bloc,Ayala Malls Central Bloc,visayas
pc live,PC LIVE,sm,sm-megamall,SM Megamall,metro-manila
moderna,Moderna,megaworld,uptown-parade,Uptown Parade,metro-manila
