brand_key,n_malls_araneta,n_malls_ayala,n_malls_filinvest,n_malls_fishermall,n_malls_megaworld,n_malls_ortigas,n_malls_robinsons,n_malls_sm,n_malls_starmall,n_malls_waltermart,n_malls_total,n_chains,in_all_chains,in_multiple_chains,display_name
eye society,0,0,0,0,0,0,0,2,0,0,2,1,False,False,EYE SOCIETY
mobile suite,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MOBILE SUITE
freshaire salon,0,2,0,0,0,0,0,0,0,0,2,1,False,False,FRESHAIRE SALON
one world deli,0,0,0,0,1,0,0,1,0,0,2,2,False,True,One World Deli
fried noodles hongkong style,0,0,0,0,0,0,0,0,0,2,2,1,False,False,Fried Noodles Hongkong Style
kingplus,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KINGPLUS
lemon feels,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Lemon Feels
kids depot,0,1,1,0,0,0,0,0,0,0,2,2,False,True,KIDS' DEPOT
ling nam fried siopao,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LING NAM FRIED SIOPAO
life 4 cuts,0,0,0,0,0,0,2,0,0,0,2,1,False,False,LIFE 4 CUTS
paws around the town pet store,0,1,0,0,0,0,0,1,0,0,2,2,False,True,PAWS AROUND THE TOWN PET STORE
paul boulangerie patisserie salon de the restaurant,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PAUL BOULANGERIE-PATISSERIE-SALON DE THE-RESTAURANT
rudy project,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Rudy Project
fundevmentals therapy center,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Fundevmentals Therapy Center
everlast rings,0,0,0,0,0,0,0,2,0,0,2,1,False,False,EVERLAST RINGS
fun time,0,0,0,0,0,0,0,0,0,2,2,1,False,False,FUN TIME
pats putts,0,2,0,0,0,0,0,0,0,0,2,1,False,False,PAT'S PUTTS
kettofage creation,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KETTOFAGE CREATION
fun nation,0,0,0,0,0,0,1,0,0,1,2,2,False,True,Fun Nation
patchi,0,1,0,0,0,0,1,0,0,0,2,2,False,True,PATCHI
liberty diamonds,0,0,0,0,0,0,0,0,0,2,2,1,False,False,Liberty Diamonds
mobile tools,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MOBILE TOOLS
sewing room & alterations specialist,0,2,0,0,0,0,0,0,0,0,2,1,False,False,THE SEWING ROOM & ALTERATIONS SPECIALIST
oldmoon photography studio,0,0,0,0,0,0,0,2,0,0,2,1,False,False,OLDMOON PHOTOGRAPHY STUDIO
milko,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MILKO
rtop cellphone accessories,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RTOP CELLPHONE ACCESSORIES
old moon studio,0,0,0,0,0,0,0,2,0,0,2,1,False,False,OLD MOON STUDIO
seoul yummy,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Seoul Yummy
luxallure aesthetic center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LUXALLURE AESTHETIC CENTER
shake n slurp,0,0,0,0,0,0,1,1,0,0,2,2,False,True,SHAKE N' SLURP
mq,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MQ
pc gadget technologies,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PC GADGET TECHNOLOGIES
g&g,0,0,0,0,0,0,2,0,0,0,2,1,False,False,G&G
luxelle,0,1,0,0,0,0,0,1,0,0,2,2,False,True,LUXELLE
pc corner,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PC CORNER
pc central,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PC CENTRAL
g gadgets,0,0,0,0,0,0,0,2,0,0,2,1,False,False,G GADGETS
g force oakley,0,2,0,0,0,0,0,0,0,0,2,1,False,False,G-FORCE OAKLEY
life for cuts,0,0,0,0,0,0,2,0,0,0,2,1,False,False,LIFE FOR CUTS
euronet,0,2,0,0,0,0,0,0,0,0,2,1,False,False,EURONET
kee wah bakery,0,0,0,0,0,0,1,1,0,0,2,2,False,True,KEE WAH BAKERY
kenji tei,0,2,0,0,0,0,0,0,0,0,2,1,False,False,KENJI TEI
furry tails,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FURRY TAILS
furniture republicsan yang home,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FURNITURE REPUBLICSAN-YANG HOME
keystamps,0,2,0,0,0,0,0,0,0,0,2,1,False,False,KEYSTAMPS
pastel baby,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Pastel Baby
luminox,0,1,0,0,0,0,0,1,0,0,2,2,False,True,LUMINOX
lilys shiatsu station,0,0,0,0,0,0,0,0,2,0,2,1,False,False,LILY'S SHIATSU STATION
runnr,0,2,0,0,0,0,0,0,0,0,2,1,False,False,RUNNR
ministuff access,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MINISTUFF ACCESS
kids hair salon,0,2,0,0,0,0,0,0,0,0,2,1,False,False,KIDS HAIR SALON
nora hair salon,0,0,0,0,0,0,1,1,0,0,2,2,False,True,NORA HAIR SALON
expert gadget accessories,0,0,0,0,0,0,0,2,0,0,2,1,False,False,EXPERT GADGET ACCESSORIES
express repair,0,0,0,0,0,0,0,2,0,0,2,1,False,False,EXPRESS REPAIR
rustans department store,0,2,0,0,0,0,0,0,0,0,2,1,False,False,RUSTAN'S DEPARTMENT STORE
kidventure play center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KIDVENTURE PLAY CENTER
lenscrafter shop,0,0,0,0,0,0,0,2,0,0,2,1,False,False,THE LENSCRAFTER SHOP
paris miki,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PARIS MIKI
kidzooona tiny,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KIDZOOONA TINY
rusty lopez,0,0,0,0,0,0,1,0,1,0,2,2,False,True,Rusty Lopez
lenovo mobile,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LENOVO MOBILE
seoulskin premier aesthetics,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SEOULSKIN PREMIER AESTHETICS
paris baguette,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PARIS BAGUETTE
fudge rock,0,2,0,0,0,0,0,0,0,0,2,1,False,False,FUDGE ROCK
ministop,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Ministop
fuji film digital imaging,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FUJI FILM DIGITAL IMAGING
olympic village fitness,0,0,0,0,0,0,0,2,0,0,2,1,False,False,OLYMPIC VILLAGE FITNESS
passport foods,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PASSPORT FOODS
pasarabo delicacies,0,2,0,0,0,0,0,0,0,0,2,1,False,False,PASARABO DELICACIES
motech auto service center,0,2,0,0,0,0,0,0,0,0,2,1,False,False,MOTECH AUTO SERVICE CENTER
ming fu asian cuisine,0,1,0,0,0,0,1,0,0,0,2,2,False,True,MING FU ASIAN CUISINE
party studio,0,0,0,0,1,1,0,0,0,0,2,2,False,True,Party Studio
mobisews,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MOBISEWS
oishi batchoi,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Oishi Batchoi
sairam playland,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SAIRAM PLAYLAND
executive optical (eo),0,0,0,0,0,0,2,0,0,0,2,1,False,False,EXECUTIVE OPTICAL (EO)
ling nam,0,0,0,0,1,1,0,0,0,0,2,2,False,True,Ling Nam
minimobile gadget accessories cellphone repair shop,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MINIMOBILE GADGET ACCESSORIES CELLPHONE REPAIR SHOP
fuji shin cellphone and accessories trading,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FUJI-SHIN CELLPHONE AND ACCESSORIES TRADING
leonardos salon and barbers,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LEONARDOS SALON AND BARBERS
kids box by kidzooona,0,0,0,0,0,0,2,0,0,0,2,1,False,False,KIDS BOX BY KIDZOOONA
ono poke,0,0,0,0,0,1,1,0,0,0,2,2,False,True,ONO Poke
lovelink,0,0,0,0,1,0,1,0,0,0,2,2,False,True,LoveLink
sakura,0,2,0,0,0,0,0,0,0,0,2,1,False,False,SAKURA
sans rival cakes and pastries,0,0,0,0,0,0,2,0,0,0,2,1,False,False,SANS RIVAL CAKES AND PASTRIES
seafood pier,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SEAFOOD PIER
oasis,0,0,0,0,0,0,0,2,0,0,2,1,False,False,OASIS
fisher box office,0,0,0,2,0,0,0,0,0,0,2,1,False,False,FISHER BOX OFFICE
oxy originals,0,0,0,0,0,2,0,0,0,0,2,1,False,False,Oxy Originals
sans rival,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Sans Rival 9234200285
fish & co,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Fish & Co.
oxvor cellular,0,0,1,0,0,0,0,0,1,0,2,2,False,True,Oxvor Cellular
owwa,0,0,0,0,0,0,1,1,0,0,2,2,False,True,OWWA
odysseus wedding rings,1,0,0,0,1,0,0,0,0,0,2,2,False,True,Odysseus Wedding Rings
live hub,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LIVE HUB
living water,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Living Water
lavish lashes,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Lavish Lashes
fino leatherware,0,2,0,0,0,0,0,0,0,0,2,1,False,False,FINO LEATHERWARE
own days,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Own Days
la lola churreria,0,0,0,0,0,0,2,0,0,0,2,1,False,False,La Lola Churreria
our wellness,0,0,0,0,0,0,2,0,0,0,2,1,False,False,OUR WELLNESS
mobile care,0,0,1,0,0,0,1,0,0,0,2,2,False,True,Mobile Care
l optique paris,0,0,0,0,0,0,0,2,0,0,2,1,False,False,L OPTIQUE PARIS
fisher fashion store,0,0,0,2,0,0,0,0,0,0,2,1,False,False,Fisher Fashion Store
fisher supermarket,0,0,0,2,0,0,0,0,0,0,2,1,False,False,FISHER SUPERMARKET
kwatogs,0,0,0,0,0,0,1,1,0,0,2,2,False,True,KWATOGS
kwentong barbero,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KWENTONG BARBERO
le gran tempus,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LE GRAN TEMPUS
flaming franks,0,1,0,0,0,0,1,0,0,0,2,2,False,True,FLAMING FRANKS
orange bucket,0,0,0,0,2,0,0,0,0,0,2,1,False,False,The Orange Bucket
sandisk,0,0,0,0,0,0,0,2,0,0,2,1,False,False,Sandisk
little ones dental clinic,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LITTLE ONES DENTAL CLINIC
fix & free salon,0,0,2,0,0,0,0,0,0,0,2,1,False,False,Fix & Free Salon
fitness first platinum,0,1,0,0,0,0,1,0,0,0,2,2,False,True,FITNESS FIRST PLATINUM
lomi imua,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Lomi Imua
laycom cellphone and accessories shop,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LAYCOM CELLPHONE AND ACCESSORIES SHOP
monarc,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MONARC
kathnails,0,1,0,0,0,0,1,0,0,0,2,2,False,True,KATHNAILS
fit n style,0,0,0,0,0,0,2,0,0,0,2,1,False,False,FIT 'N STYLE
fit knead bakeshop,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FIT KNEAD BAKESHOP
finds finds,0,0,0,0,0,0,0,0,2,0,2,1,False,False,FINDS FINDS!
sea choice,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Sea Choice
pad by padis point,0,0,0,0,0,0,0,2,0,0,2,1,False,False,THE PAD by PADIS POINT
octagon computer superstore,1,0,0,0,0,0,1,0,0,0,2,2,False,True,Octagon Computer Superstore
ortiz skin clinic,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ORTIZ SKIN CLINIC
fiesta favorite souvenir,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Fiesta Favorite Souvenir
mnm de masaje,0,0,0,0,0,0,2,0,0,0,2,1,False,False,MNM de Masaje
lapid dental center,0,1,0,0,0,0,1,0,0,0,2,2,False,True,THE LAPID DENTAL CENTER
saturday dress,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SATURDAY DRESS
lancome,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Lancome
loca coffee,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Loca Coffee
ortigas cinemas,0,0,0,0,0,2,0,0,0,0,2,1,False,False,Ortigas Cinemas
scribe writing essentials,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SCRIBE WRITING ESSENTIALS
fiery style,0,0,0,0,1,0,1,0,0,0,2,2,False,True,Fiery Style
save on surplus,0,1,1,0,0,0,0,0,0,0,2,2,False,True,SAVE ON SURPLUS
mmec,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MMEC
fhuxx mobile specialist,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FHUXX MOBILE SPECIALIST
land transportation office,0,0,0,1,0,0,0,1,0,0,2,2,False,True,Land Transportation Office
land transportation office (lto),0,0,0,0,0,0,1,0,1,0,2,2,False,True,LAND TRANSPORTATION OFFICE (LTO)
orogem jewellers,0,1,0,0,0,1,0,0,0,0,2,2,False,True,OROGEM JEWELLERS
lan hot pot,0,1,0,0,1,0,0,0,0,0,2,2,False,True,LAN HOT POT
mm sweet fix,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MM SWEET FIX
lamy,0,2,0,0,0,0,0,0,0,0,2,1,False,False,LAMY
fely js kitchen,0,2,0,0,0,0,0,0,0,0,2,1,False,False,FELY J’S KITCHEN
mk kitchen equipment,0,0,0,0,0,0,1,1,0,0,2,2,False,True,MK KITCHEN EQUIPMENT
ocampos,1,1,0,0,0,0,0,0,0,0,2,2,False,True,Ocampo's
latt liv,0,0,0,0,0,0,2,0,0,0,2,1,False,False,LATT LIV
filigrenasia,0,2,0,0,0,0,0,0,0,0,2,1,False,False,FILIGRENASIA
sarabia jewelry,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Sarabia Jewelry
our pet care services,0,0,0,0,0,0,0,2,0,0,2,1,False,False,OUR PET CARE SERVICES
screen protexzone,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SCREEN PROTEXZONE
original cake,0,0,0,0,0,0,0,1,1,0,2,2,False,True,ORIGINAL CAKE
lola cafe,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LOLA CAFE
lasa filipino bbq roast by lola,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LASA FILIPINO BBQ ROAST BY LOLA
feast,0,1,0,0,0,0,1,0,0,0,2,2,False,True,THE FEAST
load express,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Load Express
fika coffee and tea,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FIKA COFFEE AND TEA
lagrima,0,0,0,0,1,0,1,0,0,0,2,2,False,True,Lagrima
lalaurs beauty products,0,0,0,0,0,0,2,0,0,0,2,1,False,False,LALAUR'S BEAUTY PRODUCTS
fantech,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FANTECH
le katsu mnl,0,1,0,0,0,0,1,0,0,0,2,2,False,True,LE KATSU MNL
founders donuts,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FOUNDERS DONUTS
mister labada,0,0,0,0,0,0,1,1,0,0,2,2,False,True,MISTER LABADA
seiko showroom,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SEIKO SHOWROOM
sallys kakanin,0,0,0,1,0,0,1,0,0,0,2,2,False,True,Sally's Kakanin
panwiches,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PANWICHES
panero,0,0,0,0,0,0,1,0,0,1,2,2,False,True,PANERO
lower left,1,0,0,0,0,0,0,1,0,0,2,2,False,True,Lower Left
klgo mobile accessories,0,0,0,0,0,0,2,0,0,0,2,1,False,False,KLGO Mobile Accessories
orodiam jewellery,0,0,0,0,0,0,0,2,0,0,2,1,False,False,ORODIAM JEWELLERY
food club,0,1,1,0,0,0,0,0,0,0,2,2,False,True,THE FOOD CLUB
fone style,0,0,0,2,0,0,0,0,0,0,2,1,False,False,FONE STYLE
legazpi four seasons restaurant,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LEGAZPI FOUR SEASONS RESTAURANT
misuta gyoza,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Misuta Gyoza
monster mango,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Monster Mango
fonemyx marketing,0,1,0,0,0,0,0,1,0,0,2,2,False,True,FONEMYX MARKETING
panda shabu shabu,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PANDA SHABU SHABU
nut water buko juice,0,0,0,0,0,0,0,2,0,0,2,1,False,False,NUT WATER BUKO JUICE
knickerbocker refreshment stall,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KNICKERBOCKER REFRESHMENT STALL
paolitos,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PAOLITOS
f shang,0,0,0,0,0,0,0,2,0,0,2,1,False,False,F SHANG
paper moon cafe,0,0,0,0,1,0,1,0,0,0,2,2,False,True,PAPER MOON CAFE
ezstep,0,0,0,0,0,0,0,2,0,0,2,1,False,False,EZSTEP
oh some,0,2,0,0,0,0,0,0,0,0,2,1,False,False,OH!SOME
mooon cafe,0,0,0,0,0,0,1,1,0,0,2,2,False,True,MOOON CAFE
fortune jewellers,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Fortune Jewellers
oh so playhouse,0,0,0,0,0,0,0,2,0,0,2,1,False,False,OH SO PLAYHOUSE
paperworks,0,1,0,0,0,0,0,1,0,0,2,2,False,True,PAPERWORKS
lemon aid,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LEMON AID
fortress,0,1,0,0,0,1,0,0,0,0,2,2,False,True,FORTRESS
ooh la lash,0,0,0,0,0,0,1,1,0,0,2,2,False,True,OOH LA LASH
sen ryo,0,0,0,0,0,1,0,1,0,0,2,2,False,True,sen-ryo
papermoon cafe,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Papermoon Cafe
papermints,0,0,0,0,0,0,1,1,0,0,2,2,False,True,PAPERMINTS
salazar bakery,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SALAZAR BAKERY
mookies oatmeal cookies,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MOOKIES OATMEAL COOKIES
sales,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SALES
ezra,0,0,0,0,0,0,1,1,0,0,2,2,False,True,EZRA
pancit ng taga malabon,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Pancit Ng Taga Malabon
fone fix technoshop,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FONE FIX TECHNOSHOP
look at me,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LOOK AT ME
florista flowers gifts,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FLORISTA FLOWERS GIFTS
kristenzz,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Kristenzz
samgyupsaab korean bbq,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Samgyupsaab Korean BBQ 0985 532 2098
palawan pawnshop,0,0,0,0,0,0,1,0,0,1,2,2,False,True,PALAWAN PAWNSHOP
florsheim shoe company,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FLORSHEIM SHOE COMPANY
fam friends wellness spa,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FAM FRIENDS WELLNESS SPA
open source,0,0,0,0,0,1,1,0,0,0,2,2,False,True,Open Source
little farmers coffee,0,1,0,0,1,0,0,0,0,0,2,2,False,True,LITTLE FARMERS COFFEE
lorenzos way,0,2,0,0,0,0,0,0,0,0,2,1,False,False,LORENZO’S WAY
mobile monkey,0,0,0,0,1,0,1,0,0,0,2,2,False,True,Mobile Monkey
look boutique,0,1,0,0,0,0,1,0,0,0,2,2,False,True,THE LOOK BOUTIQUE
kutie kuts,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KUTIE KUTS
optic city,0,0,0,0,0,0,0,2,0,0,2,1,False,False,OPTIC CITY
fantasy amuse,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Fantasy Amuse
flight 001,0,1,0,0,0,0,1,0,0,0,2,2,False,True,FLIGHT 001
league of gamers,0,0,0,0,0,0,0,2,0,0,2,1,False,False,LEAGUE OF GAMERS
fantasyworld,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FANTASYWORLD
samgyup saab,0,0,0,0,0,0,2,0,0,0,2,1,False,False,SAMGYUP SAAB
left behind,0,2,0,0,0,0,0,0,0,0,2,1,False,False,LEFT BEHIND
fluff & stuff,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Fluff & Stuff
kraken takoyaki,0,1,0,0,1,0,0,0,0,0,2,2,False,True,KRAKEN TAKOYAKI
fone edge plus,0,0,0,0,0,0,1,0,1,0,2,2,False,True,Fone Edge Plus
kogi q,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KOGI Q
mitsubishi,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Mitsubishi
segunda mana,0,2,0,0,0,0,0,0,0,0,2,1,False,False,SEGUNDA MANA
faian gold,0,0,0,0,0,0,0,0,0,2,2,1,False,False,Faian Gold
samanthas steam boat,0,0,0,0,0,0,0,2,0,0,2,1,False,False,SAMANTHAS STEAM BOAT
fairy floss,0,0,0,0,0,0,0,2,0,0,2,1,False,False,FAIRY FLOSS
folded & hung,0,2,0,0,0,0,0,0,0,0,2,1,False,False,FOLDED & HUNG
koibitos world of gelato,0,0,0,0,1,0,0,1,0,0,2,2,False,True,KOIBITOS WORLD OF GELATO
focus eye clinic,0,0,0,0,0,0,0,0,0,2,2,1,False,False,Focus Eye Clinic
panaderia de molo,0,0,0,0,1,0,0,1,0,0,2,2,False,True,Panaderia de Molo
panaderia agape,0,0,0,0,0,0,0,2,0,0,2,1,False,False,PANADERIA AGAPE
fairyland,0,0,0,0,0,0,1,1,0,0,2,2,False,True,FAIRYLAND
samgyuniku,0,0,0,0,2,0,0,0,0,0,2,1,False,False,Samgyuniku
kookee house,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Kookee House
kyukyu ramen99,0,0,0,0,0,0,0,2,0,0,2,1,False,False,KYUKYU RAMEN99
psalm medical center,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Psalm Medical Center
katherines cafe,0,2,0,0,0,0,0,0,0,0,2,1,False,False,KATHERINE'S CAFE
hard rock cafe,0,1,0,0,0,0,0,1,0,0,2,2,False,True,HARD ROCK CAFE
mayet dela rosa fine jewelry,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Mayet Dela Rosa Fine Jewelry
potato fridays,0,0,0,0,0,0,2,0,0,0,2,1,False,False,POTATO FRIDAYS
my pro,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MY PRO
potato corner plus & nacho bimby,0,0,0,0,0,0,0,2,0,0,2,1,False,False,POTATO CORNER PLUS & NACHO BIMBY
my laksa,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MY LAKSA
happy leaf milk tea place,0,0,0,0,0,0,0,2,0,0,2,1,False,False,HAPPY LEAF MILK TEA PLACE
positive living station,0,1,0,0,0,0,1,0,0,0,2,2,False,True,POSITIVE LIVING STATION
pos digital world,0,0,0,0,0,0,0,2,0,0,2,1,False,False,POS DIGITAL WORLD
mbt,0,1,1,0,0,0,0,0,0,0,2,2,False,True,MBT
my health clinic,0,0,1,0,0,0,1,0,0,0,2,2,False,True,My Health Clinic
happilee korean kitchen,0,0,0,0,0,1,0,1,0,0,2,2,False,True,Happilee Korean Kitchen
hapchan,0,0,0,0,0,0,2,0,0,0,2,1,False,False,HAPCHAN
mc master siomai hut,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MC MASTER SIOMAI HUT
rafabels cafe and patisserie,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RAFABELS CAFE AND PATISSERIE
naomi jewelry,0,0,0,0,0,0,0,2,0,0,2,1,False,False,NAOMI JEWELRY
nars,0,1,0,0,0,0,0,1,0,0,2,2,False,True,NARS
hannah marielles bakes and cakes,0,0,0,0,0,0,0,2,0,0,2,1,False,False,HANNAH MARIELLES BAKES AND CAKES
imono jewelry,0,2,0,0,0,0,0,0,0,0,2,1,False,False,IMONO JEWELRY
hangout resto place,0,0,0,0,0,0,0,2,0,0,2,1,False,False,HANGOUT RESTO PLACE
popshop,0,0,0,0,0,0,2,0,0,0,2,1,False,False,POPSHOP (OPEN) 0917-825-9440
imperium,0,0,0,0,0,0,0,2,0,0,2,1,False,False,IMPERIUM
il hwa,0,0,0,0,0,0,0,2,0,0,2,1,False,False,IL HWA
potato frydays,0,0,0,0,0,0,1,1,0,0,2,2,False,True,Potato Frydays
in 2 skating garments and accessories,0,0,0,0,0,0,0,2,0,0,2,1,False,False,IN 2 SKATING GARMENTS AND ACCESSORIES
ikshava fresh sugar,0,0,0,0,0,0,0,2,0,0,2,1,False,False,IKSHAVA FRESH SUGAR
healthie fresh fruit shakes,0,0,0,0,0,0,0,2,0,0,2,1,False,False,HEALTHIE FRESH FRUIT SHAKES
health wave,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Health Wave
mychoice ice cream,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MYCHOICE ICE CREAM
headway vera salon,0,1,1,0,0,0,0,0,0,0,2,2,False,True,HEADWAY VERA SALON
nanbantei of tokyo,0,2,0,0,0,0,0,0,0,0,2,1,False,False,NANBANTEI OF TOKYO
idim diy bakery,0,0,0,0,0,0,0,2,0,0,2,1,False,False,IDIM DIY BAKERY
quikstop,0,0,0,0,0,0,2,0,0,0,2,1,False,False,QUIKSTOP
hayes,0,0,0,0,0,0,0,2,0,0,2,1,False,False,HAYES
ifx foreign exchange,0,0,0,0,0,0,0,0,0,2,2,1,False,False,IFX Foreign Exchange
maxwax,0,0,0,0,0,0,1,1,0,0,2,2,False,True,MAXWAX
maxwax waxing & brow design studio,0,2,0,0,0,0,0,0,0,0,2,1,False,False,MAXWAX WAXING & BROW DESIGN STUDIO
power corner,0,0,0,0,0,0,0,2,0,0,2,1,False,False,POWER CORNER
havianas,0,0,1,0,0,0,1,0,0,0,2,2,False,True,Havianas
maybank,0,0,0,0,1,0,1,0,0,0,2,2,False,True,Maybank
havaianas pop up shop,0,0,0,0,0,0,0,2,0,0,2,1,False,False,HAVAIANAS POP-UP SHOP
havaianas by all flip flops,0,0,0,0,0,0,0,2,0,0,2,1,False,False,HAVAIANAS BY ALL FLIP FLOPS
pound x flatterie,0,2,0,0,0,0,0,0,0,0,2,1,False,False,POUND X FLATTERIE
hashi pan asian restaurant,0,0,0,0,1,1,0,0,0,0,2,2,False,True,Hashi Pan-Asian Restaurant
r florete jewelry,0,0,0,0,0,0,2,0,0,0,2,1,False,False,R. Florete Jewelry
pound,0,1,0,0,0,0,1,0,0,0,2,2,False,True,POUND
potdog yummy delights,0,0,0,0,0,0,2,0,0,0,2,1,False,False,Potdog Yummy Delights
hanamaruken ramen,0,0,0,0,1,1,0,0,0,0,2,2,False,True,Hanamaruken Ramen
in tune pro music center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,IN-TUNE PRO MUSIC CENTER
mango burst,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MANGO BURST
musikwizard,0,0,0,0,0,0,0,2,0,0,2,1,False,False,MUSIKWIZARD
rbrs gadget center,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RBRS GADGET CENTER
rbx rice in a box,0,1,0,0,0,0,1,0,0,0,2,2,False,True,RBX RICE IN A BOX
rc perfume,0,0,1,0,0,0,0,1,0,0,2,2,False,True,Rc Perfume
rc perfume collection,0,0,0,0,0,0,0,2,0,0,2,1,False,False,RC PERFUME COLLECTION
